Bertus Aafjes (1914–1993, Netherlands, p)
Emily Hahn (1905–1997, US, f/nf)
Óscar Hahn (born 1938, Chile, f/nf/p)
Hai Zi (海子, 1964–1989, China, p), pseudonym of Zha Haisheng (查海生)
Qurratulain Haider (1927–2007, India, f/nf)
Rashid Haider (1941–2020, India/Bangladesh, f)
Matt Haig (born 1975, England, f/nf/ch)
Arthur Hailey (1920–2004, UK/Canada, f)
John Haines (1924–2011, US, p)
Sarah Hainsworth (born 1967, England, nf)
David Hair (living, N Zealand, f)
Dragan Hajduković (born 1949, Yugoslavia/Montenegro, nf)
Yusuf Has Hajib (c. 1019–1077, Kara Khanid Khanate, p/nf)
Allal El Hajjam (born 1949, Morocco, p)
Pavel Hak (born 1962, Czechoslovakia/France, f)
Roya Hakakian (born 1966, Iran/US, p/nf)
Abdul Hakim (c. 1620 – c. 1690, Portuguese E/Mughal E, p)
Joy Hakim (born 1931, US, nf)
Tawfiq al-Hakim (1898–1987, Egypt, f/d/nf)
Grímur Hákonarson (born 1977, Iceland, d)
Donald Hall (1928–2018, US, p/ch/nf)
Sarah Hall (born 1974, England, f/p)
Arthur Hallam (1811–1833, England, p)
Thea Halo (born 1941, US, p/f/nf)
Jack C. Haldeman II (1941–2002, US, f)
Joe Haldeman (born 1943, US, f)
John Hales (1584–1656, England, nf)
Alex Haley (1921–1992, US, nf)
Tunku Halim (born 1964, Malaysia, f/nf/ch)
Gisèle Halimi (1927–2020, Tunisia/France, nf)
Basil Hall (1788–1844, Scotland/England, nf)
Bernadette Hall (born 1945, N Zealand, d/p)
Megan Hall (born 1972, S Africa, p)
Parnell Hall (1944–2020, US, f)
Pip Hall (born 1971, N Zealand, d)
Radclyffe Hall (1880–1943, England, p/f)
Rodney Hall (born 1935, Australia, nf/p/f)
Roger Hall (born 1939, N Zealand, d)
Henry Hallam (1777–1859, England, nf)
Hallar-Steinn (fl. c. 1200, Iceland, p)
Halldórr skvaldri (fl. first half of 12th c., Iceland, p)
Guðný Halldórsdóttir (born 1954, Iceland, d)
Adam de la Halle (1240–1287, France, p)
Albrecht von Haller (1708–1777, Switzerland, nf/p)
Edmond Halley (1656–1742, England, nf)
Hallfreðr vandræðaskáld (c. 965 – c. 1007, Iceland, p)
Jónas Hallgrímsson (1807–1845, Iceland, p/nf)
Tindr Hallkelsson (fl. c. 1000, Iceland, p)
Friedrich Halm (1806–1871, Austria, d/p/f), pseudonym of Baron Eligius Franz Joseph von Münch-Bellinghausen
Bruce Barrymore Halpenny (1937–2015, England, nf)
Stefmerie Halstead (living, US, f)
Leslie Halward (1905–1976, England, f/d)
Rosalie Ham (born 1955, Australia, f/d)
Boubou Hama (1906–1982, Niger, nf)
Johann Georg Hamann (1730–1788, Germany, nf)
Tatiana Hambro (born 1989, England, nf)
Michael Hamburger (1924–2007, Germany/England)
Barbara Hambly (born 1951, US, f/d)
Joan Hambidge (born 1956, S Africa, p/nf)
Mohammad Shafiq Hamdam (born 1981, Afghanistan, nf)
Joan de Hamel (1924–2011, England/N Zealand, ch)
Mohsin Hamid (born 1971, Pakistan/US, f/nf)
Charles Hamilton (1876–1961, England, f/ch), pseudonym Frank Richards
Edmond Hamilton (1904–1977, US, f)
Elizabeth Hamilton (1756 or 1758–1816, Scotland, nf/p/f)
Hervey Hamilton (1897–1985, England, f), pseudonym of Denise Robins
José Ignacio García Hamilton (1943–2009, Argentina, nf)
Lillias Hamilton (1858–1925, Australia/France, nf)
Marguerite Hamilton (1920–1998, US, nf)
Patrick Hamilton (1575–1658, Scotland, p)
Patrick Hamilton (1904–1962, England, d/f)
Peter F. Hamilton (born 1960, England, f)
Virginia Hamilton (1936–2002, US, ch)
Stefan Hammarén (born 1966, Finland, f/p)
Beatrice Hammer (born 1963, France, f/ch)
Joseph von Hammer-Purgstall (1774–1856, Austria, nf)
Dashiell Hammett (1894–1961, US, f/d)
Philip Hammial (born 1937, Australia, p)
Henrietta Hardy Hammond (1854–1883, US, f)
John Hampson (1901–1955, England, f), pseudonym of John Frederick Norman Hampson Simpson
Susan Hampton (born 1949, Australia, p)
Leif Hamre (1914–2007, Norway, ch)
Þorsteinn frá Hamri (1938–2018, Iceland, f/p)
Knut Hamsun (1859–1952, Norway, f/p/nf)
Marie Hamsun (1881–1969, Norway, p/ch)
Béla Hamvas (1897–1968, Hungary, nf)
Han Dong (韩东, born 1961, China, nf/p/f)
Han Fei (韓非, c. 280–233 BCE, China, nf)
Han Han (韩寒, born 1982, China, f/nf)
Han Shaogong (韓少功, born 1953, China, f)
Han Su-yeong (born 1967, Korea, f)
Han Suyin (周光瑚, 1916–2012, China/Switzerland)
Han Yu (韓愈, 768–824, China, nf/p)
Kiyoteru Hanada (花田清輝, 1909–1974, Japan, nf)
Sherin Hanaey (living, Egypt, f/d)
H. Irving Hancock (1868–1922, US, ch/nf)
Peter Handke (born 1942, Austria, f/d/p)
Khady Hane (born 1962, Senegal/France, f)
Peter Handke (born 1942, Austria, f/d/p)
Daniel Handler (born 1970, US, ch/f/d), pseudonym Lemony Snicket
M. Jamil Hanifi (born 1935, Afghanistan, nf)
Yutaka Haniya (埴谷雄高, 1909–1997, Japan, f)
Tom Hanks (born 1956, US, f)
James Hanley (1897–1985, England, f/d)
Ryō Hanmura (半村良, 1933–2002, Japan, f)
Kristin Hannah (born 1960, US, f)
Sophie Hannah (born 1971, England, p/f)
Lillemor von Hanno (1900–1984, Norway, f/d)
Barbara Hanrahan (1939–1991, Australia, f/nf)
Anita Hansemann (1962–2019, Switzerland, f/d/ch)
Erik Fosnes Hansen (born 1965, Norway, f/p)
Inger Elisabeth Hansen (born 1950, Norway, p)
Joyce Hansen (born 1942, US, ch)
Mark Victor Hansen (born 1948, US, f/nf)
Maurits Hansen (1794–1842, Norway, f)
Ron Hansen (born 1947, US, f/nf)
Hanshan (寒山, fl. 9th c., China, p)
Arvid Hanssen (1932–1998, Norway, p/f/ch)
Bob Hansson (born 1970, Sweden, p)
Bergtóra Hanusardóttir (born 1946, Faroe Is, f/nf)
Ferdinand Hanusch (1866–1923, Austrian E, nf)
Hao Jingfang (郝景芳, born 1984, China, f)
Eberhard Werner Happel (1647–1690, Germany, f/nf)
Chaudhry Afzal Haq (1891–1942, India, nf)
Yahya Haqqi (1905–1992, Egypt, f/nf)
Syed Shamsul Haque (1935–2016, India/Bangladesh, p/f/d)
Hara Takashi (原敬, 1856–1921, Japan, nf)
Tamiki Hara (原民喜, 1905–1951, Japan, nf/p)
Ingibjörg Haraldsdóttir (1942–2016, Iceland, p)
Nino Haratischwili (born 1983, USSR/Germany, f/d)
Mohamed Harbi (born 1933, Algeria, nf)
Thea von Harbou (1888–1954, Germany, d/f)
Michael Hardcastle (1933–2019, England, ch)
Frances Hardinge (born 1973, England, ch)
Ernst Hardt (1876–1947, Germany, d/p/f), pseudonym of Ernst Stöckhardt
Thomas Hardy (1840–1928, England, f/p/d)
Bjarni Harðarson (born 1961, Iceland, f)
Ísak Harðarson (born 1956, Iceland, p/f/nf)
John Hare (England/Nigeria, 1934–2022), pseudonym Dan Fulani
Lesbia Harford (1891–1927, Australia, p/f)
Roger Hargreaves (1935–1988, England, ch)
Johann Hari (born 1979, Scotland/England, nf)
John Harington (1560–1612, England, nf)
Adolf von Harnack (1851–1930, Russian E/Germany, nf)
Charles Harness (1915–2005, US, f)
Cynthia Harnett (1893–1981, England, f/ch)
Juan Damián López de Haro (1581–1648, Spain/Puerto Rico, nf/p)
Beverley Harper (1943–2002, Australia/Botswana, f)
Charles Harpur (1813–1868, Australia, p)
Beatrice Harraden (1864–1936, England, nf)
Yasser Harrak (living, Tangier/Canada, nf)
Edward Harrington (1895–1966, Australia, p/f)
James Harrington (1611–1677, England, nf)
Alexandra Harris (born 1981, England, nf)
Amanda Bartlett Harris (1824–1917, US, ch/nf)
E. Lynn Harris (1955–2009, US, f)
Ethel Hillyer Harris (1859–1931, US, f)
Jane Elizabeth Harris (c. 1853–1942, N Zealand, nf)
Joanne Harris (born 1964, England, f)
Joel Chandler Harris (1848–1908, US, f/nf)
Joseph Harris (Gomer) (1773–1825, Wales, p/nf)
Max Harris (1921–1995, Australia, p/nf)
Robert Harris (1951–1993, Australia, p)
Robert Harris (born 1957, England, f)
Rosemary Harris (1923–2019, England, ch)
Sam Harris (born 1967, US, nf)
Thomas Harris (born 1940, US, f)
Tom Harris (1903–1983, England, nf)
Wilson Harris (1921–2018, British Guiana/England, p/f/nf)
Edith Ogden Harrison (1862–1955, US, ch)
Elizabeth Harrison (1921–2008, England, f)
Harry Harrison (1925–2012, US/England, f/nf)
Jane Ellen Harrison (1850–1928, England, nf)
Jennifer Harrison (born 1955, Australia, p)
Jim Harrison (1937–2016, US, p/f/ch)
Lisi Harrison (born 1970, Canada, ch/f)
M. John Harrison (born 1945, England, f/nf)
Martin Harrison (1949–2014, England/Australia, p)
Sarah Harrison (born 1946, England, f/ch)
Tony Harrison (born 1937, England, p/d)
Les Harrop (born 1948, England/Australia, p/nf)
Elizabeth Harrower (1928–2020, f)
J. S. Harry (1939–2015, Australia, p)
Lou Harry (born 1963, US, nf/d)
Carla Harryman (born 1952, US, p/nf/d)
Georg Philipp Harsdörffer (1607–1658, Germany, p)
David Harsent (born 1942, England, p/d/f)
Johan Harstad (born 1979, Norway, f/d)
Christopher Hart (born 1965, England, f/nf)
Josephine Hart (1942–2011, Ireland/England, f/d)
Kevin Hart (born 1954, Australia, p/nf)
Maarten 't Hart (born 1944, Netherlands, f)
Michael H. Hart (born 1932, US, nf)
Paul Hartal (born 1936, Hungary/Canada, p/nf)
Adam Hart-Davis (born 1943, England, nf)
Alice Hart-Davis (born 1963, Wales/England, nf)
Duff Hart-Davis (born 1936, England, nf/f)
Rupert Hart-Davis (1907–1999, England, nf)
Otto Erich Hartleben (1864–1905, Germany/Italy, p/d)
Dorothy Hartley (1893–1985, England, nf)
L. P. Hartley (1895–1972, England, f)
Peter Härtling (1933–2017, Germany, f/nf/ch)
Hartmann von Aue (c. 1160/1170 – c. 1210/1220, Germany, p)
Moritz Hartmann (1821–1872, Austrian E/Germany, p)
Petra Hartmann (born 1970, Germany, f)
William K. Hartmann (born 1939, US, nf)
Michael Hartnett (1941–1999, Ireland, p), Irish name Mícheál Ó hAirtnéide
Sonya Hartnett (born 1968, Australia, f/ch)
Phyllis Hartnoll (1906–1997, England, p/nf)
Jan de Hartog (1914–2002, Netherlands/US, d/f/nf)
William Hart-Smith (1911–1990, England/Australia, p/ch)
Julia Hartwig (1921–2017, Poland, p/nf)
Heather Joan Harvey (1899–1989, England, nf)
Gwen Harwood (1920–1995, Australia, p), pseudonym of Gwendoline Nessie Foster
Ali ibn Harzihim (559–1163, Morocco, nf)
Hussein Hasan (1850s – 1910s, Somalia, p)
Avdo Karabegović Hasanbegov (1878–1900, Austria-Hungary, nf)
Sinan Hasani (1922–2010, Yugoslavia/Serbia, f)
Bogdan Petriceicu Hasdeu (1838–1907, Russian E/Romania, nf)
Kaitarō Hasegawa (長谷川海太郎, 1900–1935, Japan, f)
Hasegawa Nyozekan (長谷川如是閑, 1875–1969, Japan, nf)
Hasegawa Shigure (長谷川時雨, 1879–1941, Japan, d)
Jaroslav Hašek (1883–1923, Austria-Hungary/Czechoslovakia, f/nf)
Walter Hasenclever (1890–1940, Germany/France, p/d)
Wilhelm Hasenclever (1837–1889, Germany, nf)
Sugako Hashida (橋田壽賀子, 1925–2021, Japan, d), real name Sugako Iwasaki (岩﨑壽賀子)
Dilara Hashem (1936–2022, India/Bangladesh, f)
Shinkichi Hashimoto (橋本進吉, 1882–1945, Japan, nf)
Alamgir Hashmi (born 1951, Pakistan/England, p)
Ahmet Hâşim (c. 1884–1933, Ottoman E/Turkey)
J. H. Haslam (1874–1969, N Zealand, p/nf)
Eveline Hasler (born 1933, Switzerland, f/ch)
Josef Haslinger (born 1955, Austria, f/nf)
Nicholas Hasluck (born 1942, Australia, f/p)
Ebba Haslund (1917–2009, Norway, f/d/ch)
Robert Hass (born 1941, US, p/nf)
Mohamed Hassaïne (1945–1994, Algeria, nf)
Noordin Hassan (born 1929, Malaya/Malaysia, d)
Zurinah Hassan (born 1949, Malaya/Malaysia, p/f)
Henry Hasse (1913–1977, US, f)
Jon Hassler (1932–2008, US, f)
Libby Hathorn (born 1943, Australia, ch/p)
Milton Hatoum (born 1952, Brazil, f)
Ann Hatton (1764–1838, England/Wales, f)
Joseph Hatton (1837–1907, England, f/nf)
Wilhelm Hauff (1802–1827, Germany, p/f)
Paal-Helge Haugen (born 1945, Norway, p/f/ch)
Torill Thorstad Hauger (1943–2014, Norway, f/ch/nf)
Gerhart Hauptmann (1862–1946, Germany/Poland, d/f)
Georges Hausemer (1957–2018, Luxembourg, f/nf), pseudonym Theo Selmer
Otto Hauser (1874–1932, Switzerland, nf)
Albrecht Haushofer (1903–1945, Germany, nf)
Marlen Haushofer (1920–1970, Austria, f)
Raoul Hausmann (1996–1971, Austria/France, p)
Adolph Hausrath (1837–1909, Germany, nf), pseudonym George Taylor
Havank (1904–1964, Netherlands, f/nf), pseudonym of Hendrikus Frederikus van der Kallen
Juanita Havill (born 1949, US, ch)
Dewi Havhesp (1831–1884, Wales, p), pseudonym of David Roberts
Iosi Havilio (born 1974, Argentina, f)
Hawad (born 1950, Niger/France, p), also Mahmoudan Hawad
Charles Boardman Hawes (1889–1923, US, f/nf)
Stephen Hawes (died 1523, England, p)
Ethan Hawke (born 1970, US, f)
Mary Elizabeth Hawker (1848–1908, Scotland/England, f), pseudonym Lanoe Falconer
Peter Hawker (1786–1853, England, nf)
Robert Hawker (1803–1875, England, p/nf)
Jane Hawking (born 1944, England, nf)
Stephen Hawking (1942–2018, England, nf)
Desmond Hawkins (1908–1999, England, nf/d)
Gerald Hawkins (1928–2003, England/US, nf)
Karen Hawkins (living, US, f)
Kathleen Hawkins (1883–1981, N Zealand, p)
Paula Hawkins (born 1972, Rhodesia/England, f)
William Hawkins (1722–1801, England, p/d)
Noah Hawley (born c. 1967, US, f/d)
Julian Hawthorne (1846–1934, US, p/f/nf)
Nathaniel Hawthorne (1804–1864, US, f)
Nigel Hawthorne (1929–2001, S Africa/England, nf)
Susan Hawthorne (born 1951, Australia, nf/p/f)
Faraj Hawwar (born 1954, Tunisia, f/nf)
Catherine Hay (1910–1995, N Zealand, f)
Deltina Hay (born 1960, US, nf)
George Campbell Hay (1915–1984, Scotland, p)
Gilbert Hay (c. 1403 – post-1456, Scotland, p)
Gyula Háy (1900–1975, Hungary, nf/d), pseudonym Stefan Faber
Karyn Hay (born 1959, N Zealand, f)
Yoshiki Hayama (葉山嘉樹, 1894–1945, Japan, f)
Yuji Hayami (早見裕司, born 1961, Japan, f)
Fumiko Hayashi (林芙美子, 1903 or 1904–1951, Japan, f/p)
Fusao Hayashi (林房雄, 1903–1975, Japan, nf)
Robert Hayden (1913–1980, US, p/nf)
Myfanwy Haycock (1913–1963, Wales/England, p)
Ernest Haycox (1899–1950, US, f)
Jon Haylett (living, Tanganyika/Scotland, f)
William Hayley (1745–1820, England, nf)
Carole Hayman (living, England, f/d)
Robert Hayman (1575–1629, England/Newfoundland, p)
Sylvia Haymon (1918–1995, England, nf/f)
Natalie Haynes (born 1974, England, d/f/ch)
Tony Haynes (born 1960, US, p/ch)
Mary Hays (1759–1843, England, nf/p/f)
Le Ly Hayslip (born 1949, Vietnam/US,), born Phùng Thị Lệ Lý
Nikolay Haytov (1919–2002, Bulgaria, f/d/nf)
Joel Hayward (born 1964, N Zealand, f/nf/p)
Carolyn Haywood (1898–1990, US, ch)
Eliza Haywood (c. 1693–1756, England, f/d/p)
Helen Haywood (1907–1995, England, ch)
Barbara Haworth-Attard (born 1953, Canada, ch)
Attila Hazai (1967–2012, Hungary, f)
Sudhir Hazareesingh (born 1961, England/Mauritius, nf)
Flore Hazoumé (born 1959, Republic of the Congo/Ivory Coast, f/ch)
Paul Hazoumé (1890–1980, Benin, f/nf)
William Hazlitt (1778–1830, England, nf/d)
William Carew Hazlitt (1834–1913, England, nf)
Paul Hazoumé (1890–1980, Benin, nf/f)
Shirley Hazzard (1931–2016, Australia/US, f/nf)
He
He Changling (賀長齡, 1785–1848, China, nf)
He Qinglian (何清漣, born 1956, China, nf)
He Zhizhang (賀知章, c. 659–744, China, p/nf)
Bessie Head (1937–1986, S Africa/Botswana, f/nf)
Tim Heald (1944–2016, England, nf/f)
Seamus Heaney (1939–2013, Ireland, p/d)
John Hearne (1926–1994, Jamaica, f/nf)
James Hearst (1900–1983, US, p/nf)
Helen Heath (born 1970, N Zealand, p)
Roy Heath (1926–2008, British Guiana/England, f)
John Heath-Stubbs (1918–2006, England, p)
Constance Heaven (1911–1995, England, f), pseudonym of Constance Fecher Heaven
Christian Friedrich Hebbel (1813–1863, Germany/Austria, p/d)
Johann Peter Hebel (1760–1826, Germany, f/p/nf)
Reginald Heber (1783–1826, England, nf/p)
Anne Hébert (1916–2000, Canada, f/p)
James Hebblethwaite (1857–1921, England/Australia, p/n)
Peter Hebblethwaite (1930–1994, England, nf)
Fethia Hechmi (born 1955, Tunisia, f/p/nf)
Victor Heck (born 1967, US, f/d)
Reza-Qoli Khan Hedayat (1800–1871, Persia, nf/p)
Sadegh Hedayat (1903–1951, Iran/France, f/d/nf)
Carol Hedges (living, England, f/ch)
Markus Hediger (born 1959, Switzerland, p/nf)
Friedrich Heer (1916–1983, Austria, nf)
Etienne van Heerden (born 1954, S Africa, f/p/d)
Simon Heere Heeresma (1932–2011, Netherlands, f/p)
Rebecca Heflin (born 1963, US, f), pseudonym of Barbara Dianne Farb
Simon Heffer (born 1960, England, nf)
Georg Wilhelm Friedrich Hegel (1770–1831, Germany, nf)
Hegemon of Thasos (fl. 5th c. BCE, Greece, d)
Johannes Heggland (1919–2008, Norway, f/ch/d)
Gunnar Heiberg (1857–1929, Norway, p/d/nf)
Florence Parry Heide (1919–2011, US, ch)
Martin Heidegger (1889–1976, Germany, nf)
Verner von Heidenstam (1859–1940, Sweden, p/f)
Bernard Heidsieck (1928–2014, France, p)
A. F. Th. van der Heijden (born 1951, Netherlands, f)
Herman Heijermans (1864–1924, Netherlands, f/d), pseudonym Samuel Falkland
Mohammed Hussein Heikal (Egypt, nf/f)
Seppo Heikinheimo (1938–1997, Finland, nf)
Moe Hein (1942–2010, Burma/Myanmar, nf/p)
Heinrich Heine (1797–1856, Germany/France, p/nf)
Helme Heine (born 1941, Germany/N Zealand, ch/d)
William Heinesen (1900–1991, Faroe Is, p/f/ch)
Robert A. Heinlein (1907–1988, US, f)
Heinrich von Morungen (died c. 1220/1222, Germany, p)
Heinrich von Veldeke (c. 1150 – post-1184, Flanders, p/nf)
Willi Heinrich (1920–2005, Germany, f)
Anita Heiss (born 1968, Australia, nf/ch/p)
Helmut Heißenbüttel (1921–1996, Germany, f/p)
Arash Hejazi (born 1971, Iran, nf/f)
Lyn Hejinian (born 1941, US, p/nf)
Lin Van Hek (born 1944, Australia, p/f/nf), born Lyn Van Hecke
Etelka Kenéz Heka (born 1936, Yugoslavia/Hungary, p/f/nf)
Liliana Heker (born 1943, Argentina, nf)
Kurt Held (1897–1959, Germany/Switzerland, f/p), pseudonym Kurt Held
Herberto Hélder (1930–2015, Portugal, p)
Einarr Helgason (fl. 10th c., Iceland, p)
Hallgrímur Helgason (born 1959, Iceland, f/nf)
Jón Helgason (1899–1986, Iceland, nf/p)
Þórður Helgason (born 1947, Iceland, nf)
Joseph Heller (1923–1999, US, f/d)
Meshullam Feivush Heller (c. 1742–1794, Spain, nf)
Cat Hellisen (born 1977, S Africa, f)
Jill Hellyer (1925–2011, Australia, p/f/nf)
Guy Helminger (born 1963, Luxembourg, f/d)
Nico Helminger (born 1953, Luxembourg, p/f/d)
Guðrið Helmsdal (born 1941, Faroe Is, p)
Rakel Helmsdal (born 1966, Faroe Is, f/ch/d)
Liv Heløe (born 1963, Norway, d)
George Helon (born 1965, England/Australia, p/nf)
Mark Helprin (born 1947, US, f/nf)
Racey Helps (1913–1970, England, ch)
Gáspár Heltai (c. 1490–1574, Hungary/Transylvania, nf)
Felicia Hemans (1793–1835, Wales/Ireland, p)
Kris Hemensley (born 1946, Australia, p)
Ernest Hemingway (1899–1961, US, f/nf)
Alexander Henderson (c. 1583–1646, Scotland, nf)
Christina Henderson (1861–1953, N Zealand, nf)
Ebenezer Henderson (1809–1879, Scotland, nf)
Zenna Henderson (1917–1983, US, f)
Tony Hendra (1941–2021, England/US, nf)
Georges Henein (1914–1973, Egypt/France, p/nf)
Thomas William Heney (1862–1928, Australia, nf/f/p)
Shirl Henke (born 1942, US, f)
Virginia Henley (born 1935, England, f)
William Ernest Henley (1849–1903, England, p)
Sass Henno (born 1982, USSR/Estonia, f)
Levi Henriksen (born 1964, Norway, f/p)
Vera Henriksen (1927–2016, Norway, f/d/nf)
Alf Henrikson (1905–1995, Sweden, nf/p)
Henry of Huntingdon (c. 1088 – c. 1157, England, nf)
Marguerite Henry (1902–1997, US, ch)
O. Henry (1862–1910, US, f)
Robert Henryson (c. 1460–1500, Scotland, p)
Luise Hensel (1798–1876, Germany, p)
Philip Hensher (born 1965, England, f/nf)
G. A. Henty (1832–1902, England, f)
Anne Hepple (1877–1959, England, f), pseudonym of Anne Hepple Dickinson
Heraclitus (c. 535 – c. 475 BCE, Greece, nf)
A. P. Herbert (1890–1971, England, f/d)
Agnes Herbert (late 1870s – 1960, Isle of Man, nf)
Frank Herbert (1920–1986, US, f/nf)
George Herbert (1593–1633, England, p/nf)
William Herbert (1778–1847, England, nf/p)
Hans Herbjørnsrud (1938–2023, Norway, f)
Dag Herbjørnsrud (born 1971, Norway, nf)
Manu Herbstein (born 1936, S Africa, f)
Wilhelm Herchenbach (1818–1889, Germany, f/ch)
Alexandre Herculano (1910–1977, Portugal, f/nf)
Ferenc Herczeg (1863–1964, Hungary, d/f)
Johann Gottfried von Herder (1744–1803, Germany, nf/p)
José-Maria de Heredia (1842–1905, Cuba/France, p)
Hergé (1907–1983, Belgium, ch)
